2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,-0.00736955077991044
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,-0.00810745950957086
2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,-0.00942299538166131
2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,0.00318657538009582
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,-0.0151588838029474
2,2,1,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,-6.34379759049555e-05
2,2,2,1,2,2,3,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,-0.005439062031801
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,-0.0123796466397902
2,2,2,1,2,2,3,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,-0.00927853618964334
2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,0.015260630866168
2,2,2,2,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,0.00191955157516092
2,2,2,1,1,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,-0.00380354697632323
1,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,0.0133742186128155
3,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,0.0128545465055415
2,1,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,0.00342720065599094
2,3,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,-0.00213323421899006
2,2,3,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,0.00443997251993456
2,2,2,0,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,-0.0109677040697453
2,2,2,1,3,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,-0.012102478530362
2,2,2,1,2,1,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,0.0047152960477294
2,2,2,1,2,3,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,-0.0107913113179725
2,2,2,1,2,2,4,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,-0.00383873942881655
2,2,2,1,2,2,3,3,2,1,2,1,2,1,1,2,1,2,2,2,2,1,-0.00923409812952427
2,2,2,1,2,2,3,2,3,1,2,1,2,1,1,2,1,2,2,2,2,1,-0.0027333391128356
2,2,2,1,2,2,3,2,2,0,2,1,2,1,1,2,1,2,2,2,2,1,-0.00579964895777222
2,2,2,1,2,2,3,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,0.00819362126612277
2,2,2,1,2,2,3,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,0.00813000287151391
2,2,2,1,2,2,3,2,2,1,3,1,2,1,1,2,1,2,2,2,2,1,-0.00861850365551403
2,2,2,1,2,2,3,2,2,1,2,0,2,1,1,2,1,2,2,2,2,1,-0.00572383993317935
2,2,2,1,2,2,3,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,0.0110491633192277
2,2,2,1,2,2,3,2,2,1,2,1,1,1,1,2,1,2,2,2,2,1,0.00329696391960051
2,2,2,1,2,2,3,2,2,1,2,1,3,1,1,2,1,2,2,2,2,1,-0.00374284049724322
2,2,2,1,2,2,3,2,2,1,2,1,2,0,1,2,1,2,2,2,2,1,0.00150022771808335
2,2,2,1,2,2,3,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,-0.00614622906967119
2,2,2,1,2,2,3,2,2,1,2,1,2,1,0,2,1,2,2,2,2,1,-0.00719628639194141
2,2,2,1,2,2,3,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,-0.0071962863919413
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,0.0184294646240927
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,3,1,2,2,2,2,1,0.000178886166014926
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,0,2,2,2,2,1,-0.00159467370930934
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,0.00920118803547682
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,3,2,2,2,1,-0.00309207380171541
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,3,2,2,1,0.00472093563725218
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,0.0148387512074559
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,3,2,1,-0.00790640624598746
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,1,1,0.0145696352549451
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,3,1,-0.0111016770017479
2,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,0,-0.00338638604292715
1,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,-0.00231673503458724
3,2,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,0.000645010056303966
2,1,2,1,2,2,3,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,0.0124301226263897
