2,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,3,5,2,5,1,0.814788
2,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,3,2,3,1,0.823987
2,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,4,1,3,1,0.882131
2,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,5,3,2,5,1,0.724465
2,2,3,1,4,3,2,2,2,2,2,2,2,2,2,2,1,4,5,3,1,3,3,0.866135
2,3,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,4,4,3,3,5,1,0.692809
2,3,3,1,3,3,2,2,2,2,2,1,1,3,1,2,1,3,3,3,3,3,1,0.74848
2,3,3,1,3,3,2,2,2,2,2,2,2,2,2,2,1,3,4,4,2,3,1,0.878954
2,3,3,1,3,3,2,2,2,2,2,2,2,2,2,2,1,4,4,4,2,4,35,0.860834
2,3,3,1,3,3,2,2,2,2,2,3,3,3,1,3,1,4,4,4,1,5,3,0.912414
2,3,3,1,4,3,2,2,2,2,2,2,2,2,2,2,1,3,5,3,1,3,4,0.899877
2,3,3,1,4,3,2,2,2,2,2,2,2,2,2,2,1,4,6,4,2,2,1,0.855674
3,2,3,1,3,2,2,2,2,2,2,3,3,1,1,2,1,4,4,4,1,4,1,0.823805
3,2,3,1,3,2,2,2,2,2,2,3,3,1,1,2,1,4,4,4,1,5,1,0.743958
3,2,3,1,3,3,2,2,2,1,2,3,3,1,1,2,1,4,4,5,2,5,1,0.723938
3,2,3,1,3,3,2,2,2,2,2,2,2,2,2,2,1,3,4,3,2,3,1,0.843821
3,2,3,1,3,3,2,2,2,2,2,2,2,2,2,3,2,4,4,4,2,3,1,0.837407
3,2,3,1,3,3,2,2,2,2,2,3,2,1,1,2,1,4,4,5,2,3,2,0.915964
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,1,1,4,4,4,1,5,1,0.722261
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,3,4,4,1,3,1,0.856188
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,3,4,2,5,1,0.856285
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,3,5,2,3,2,0.852143
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,3,1,3,1,0.856293
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,3,2,3,2,0.849019
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,3,2,5,3,0.814451
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,4,1,3,18,0.887507
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,4,1,4,901,0.891293
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,4,1,5,3,0.83154
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,4,2,2,1,0.820619
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,5,1,3,1,0.885246
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,5,2,3,1,0.89064
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,5,2,5,1,0.865481
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,5,3,2,4,2,0.846974
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,5,4,2,2,1,0.843032
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,5,4,4,1,3,1,0.869591
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,5,5,5,2,3,1,0.887754
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,3,1,4,4,4,1,2,1,0.82928
3,2,3,1,3,3,2,2,2,2,2,3,3,1,1,3,1,4,4,4,1,3,1,0.900842
3,2,3,1,3,3,2,2,2,2,3,3,3,1,1,2,1,4,4,3,2,3,1,0.838515
3,2,3,1,3,3,2,2,2,2,3,3,3,1,1,2,1,4,4,4,1,3,1,0.841418
3,2,3,1,3,3,2,2,2,3,2,3,3,1,1,2,1,4,4,4,1,2,1,0.838766
3,2,3,1,3,3,2,2,2,3,2,3,3,1,1,2,1,4,4,4,1,3,4,0.912756
3,2,3,1,3,3,2,2,2,3,2,3,3,1,1,2,1,4,4,4,1,4,8,0.938112
3,2,3,1,3,3,2,2,2,3,2,3,3,1,1,2,1,4,4,4,1,5,1,0.901668
3,2,3,1,3,3,3,2,2,2,2,3,3,1,1,2,1,4,4,4,1,5,1,0.852004
3,2,3,1,3,3,3,2,2,2,2,3,3,1,1,2,1,4,5,5,2,3,1,0.882236
3,2,3,1,3,3,3,2,2,2,2,4,4,2,2,2,1,4,4,4,1,5,1,0.707686
3,2,3,1,3,4,2,2,2,2,2,3,3,1,1,2,1,4,4,4,1,4,1,0.873169
3,2,3,1,3,4,2,2,2,2,2,3,3,1,1,2,1,4,4,5,2,5,2,0.891749
3,2,3,1,3,4,2,2,2,2,2,3,3,1,1,2,1,4,5,5,2,5,1,0.841935
3,2,4,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,4,1,3,5,0.906367
3,2,4,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,4,1,4,2,0.919174
3,2,4,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,5,5,2,3,1,0.909906
4,2,3,1,3,3,2,2,2,2,2,3,3,1,1,2,1,4,4,3,2,3,1,0.82897
