3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,0.00682680051257585
2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,0.547606190390739
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.422745348333326
2,2,2,3,1,1,1,2,2,1,1,1,1,1,1,3,3,3,3,1,1,1,0.37575847098327
4,1,1,3,2,3,3,3,2,2,1,1,1,1,1,1,3,5,1,3,3,1,-0.120837377135939
2,2,2,2,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0.284252227258856
2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.13015702827929
3,2,2,2,2,4,3,3,2,2,1,1,1,1,1,1,2,4,1,5,3,3,-0.151256842304326
2,2,2,2,2,3,3,1,1,1,1,1,3,1,3,1,3,3,1,1,1,1,0.22551534899837
2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,1,1,1,1,3,0.202562820988747
2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,3,3,1,1,1,1,3,0.235465075943981
2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,3,3,3,1,1,1,1,0.270888358892924
2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,2,-0.172103973540136
2,2,2,2,3,3,3,3,1,2,2,2,3,1,3,1,3,3,1,1,1,3,0.254404033056016
2,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,0.00314562224457651
4,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,-0.0124238354334624
3,1,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,-0.000316455515963556
3,3,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,0.0167380203534354
3,2,1,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,0.00755773592941699
3,2,3,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,0.00237265955301339
3,2,2,1,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,0.0162374982914077
3,2,2,3,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,-0.000436787527562736
3,2,2,2,1,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,0.00985488951823715
3,2,2,2,3,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,0.0100906199917503
3,2,2,2,2,2,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,0.0193727735140177
3,2,2,2,2,4,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,-0.00348550025462269
3,2,2,2,2,3,2,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,-0.00325578661436473
3,2,2,2,2,3,4,3,2,2,1,1,1,1,1,1,2,4,2,4,2,2,-0.00134854200612978
3,2,2,2,2,3,3,2,2,2,1,1,1,1,1,1,2,4,2,4,2,2,-0.00268165166582045
3,2,2,2,2,3,3,4,2,2,1,1,1,1,1,1,2,4,2,4,2,2,-0.00147494656581092
3,2,2,2,2,3,3,3,1,2,1,1,1,1,1,1,2,4,2,4,2,2,0.00955429161032783
3,2,2,2,2,3,3,3,3,2,1,1,1,1,1,1,2,4,2,4,2,2,0.0104211950297148
3,2,2,2,2,3,3,3,2,1,1,1,1,1,1,1,2,4,2,4,2,2,0.0105429558748648
3,2,2,2,2,3,3,3,2,3,1,1,1,1,1,1,2,4,2,4,2,2,0.00993272597288021
3,2,2,2,2,3,3,3,2,2,2,1,1,1,1,1,2,4,2,4,2,2,0.0291403030839896
3,2,2,2,2,3,3,3,2,2,1,2,1,1,1,1,2,4,2,4,2,2,0.0290883400110959
3,2,2,2,2,3,3,3,2,2,1,1,2,1,1,1,2,4,2,4,2,2,0.0294288445997843
3,2,2,2,2,3,3,3,2,2,1,1,1,2,1,1,2,4,2,4,2,2,0.0288174344268512
3,2,2,2,2,3,3,3,2,2,1,1,1,1,2,1,2,4,2,4,2,2,0.0294530237015414
3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,2,2,4,2,4,2,2,0.0407377177869483
3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,1,4,2,4,2,2,0.0216405137695822
3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,3,4,2,4,2,2,-0.00900250074854336
3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,3,2,4,2,2,0.00268326137239731
3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,5,2,4,2,2,-0.024360353874882
3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,1,4,2,2,-0.0267183764266817
3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,3,4,2,2,0.0261205638591987
3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,3,2,2,0.00336244778587545
3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,5,2,2,-0.0429444302188369
3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,1,2,0.0274691008927287
3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,3,2,-0.0318992650250179
3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,1,0.0502075792287833
3,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,4,2,4,2,3,0.0640414710301323
1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.107741730494536
3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.108753605900722
2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.104233824361516
2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.103445003398406
2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,0.0357300266453102
2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.107567953321048
2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.10197191203579
2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.116282515547363
2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.107547070954821
2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.0993707445748665
2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.111412915151495
2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.109846248429926
2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.10892666052902
2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.099786904040809
2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.104272931326953
2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.117482997106753
2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,3,3,3,3,1,3,-0.102093433632779
2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,3,3,3,1,3,-0.102977015763615
2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,3,3,3,3,1,3,-0.104274888772264
2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,3,3,1,3,-0.0631129679268718
2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,3,3,3,3,1,3,-0.0632866344790947
2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,3,3,3,3,1,3,-0.063029617903572
2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,3,3,3,3,1,3,-0.0637239868379427
2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,3,3,3,3,1,3,-0.0630063591602203
2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,3,3,3,1,3,-0.0619432459290154
