4,3,3,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.0408610344557098
4,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,3,2,3,3,3,2,-0.0491385965719591
4,3,2,2,2,3,2,2,3,2,2,2,2,2,2,3,3,2,3,3,3,2,-0.0449220874759849
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,-0.00892384076089317
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.0411707149211283
4,3,2,2,2,3,2,2,2,2,3,2,2,2,2,3,3,2,3,3,3,2,-0.0329918333175034
4,3,2,2,2,3,2,3,2,2,3,2,2,2,2,3,3,2,3,3,3,2,-0.035363173024162
4,3,3,2,2,4,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,-0.0296498935897375
4,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,3,1,3,3,3,2,-0.0470534407117166
4,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,2,3,3,3,2,-0.0174822981347222
4,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.0515158502127225
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,0.00280722999227004
4,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,3,3,3,2,0.00938991413824185
4,3,2,2,2,3,2,3,3,2,2,2,2,2,2,3,3,2,3,3,3,2,-0.0533045308431014
4,3,2,2,2,3,2,3,3,2,3,2,2,2,2,3,3,2,3,3,3,2,-0.0617605851151634
4,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,3,3,3,2,-0.00113213408234855
4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,0.00484675623669975
3,3,3,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.0512223760480132
3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,2,-0.0203915225545026
4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,0.0102819987481476
4,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,-0.0496340738388031
4,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,0.0205138598035603
4,3,2,2,2,3,2,2,3,2,2,2,2,2,2,3,3,1,3,3,3,2,-0.0780595438083363
4,3,2,2,2,3,2,3,2,2,3,2,4,2,3,3,3,2,3,3,3,2,0.0375968484002317
4,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,3,3,3,3,3,2,-0.0471562488553481
4,3,2,2,2,3,2,2,2,2,3,2,2,2,3,2,3,2,3,3,3,2,0.0185374584189688
4,3,2,2,2,2,3,4,2,2,3,3,3,2,3,3,3,3,3,3,3,2,0.046168614811137
4,3,3,2,2,4,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,-0.0300134972556028
4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,1,3,3,3,2,-0.0093978484181096
